hostname,mgmt_ip,site_code,site_name,country_code,country_id,site_id,role,os,port_count,users_served
usabi-sw-05,10.1.51.5/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-06,10.1.51.6/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-07,10.1.51.7/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-08,10.1.51.8/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-09,10.1.51.9/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-10,10.1.51.10/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-11,10.1.51.11/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-12,10.1.51.12/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-13,10.1.51.13/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-14,10.1.51.14/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-15,10.1.51.15/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-16,10.1.51.16/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-17,10.1.51.17/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-18,10.1.51.18/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-19,10.1.51.19/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-20,10.1.51.20/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-21,10.1.51.21/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-22,10.1.51.22/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-23,10.1.51.23/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-24,10.1.51.24/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-25,10.1.51.25/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-26,10.1.51.26/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-27,10.1.51.27/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-28,10.1.51.28/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-29,10.1.51.29/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-30,10.1.51.30/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-31,10.1.51.31/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-32,10.1.51.32/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-33,10.1.51.33/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-34,10.1.51.34/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-35,10.1.51.35/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usabi-sw-36,10.1.51.36/32,us-abilene,"Abilene, Texas",us,1,51,sw,IOS-XE,48,24
usakr-sw-01,10.1.52.1/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-02,10.1.52.2/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-03,10.1.52.3/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-04,10.1.52.4/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-05,10.1.52.5/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-06,10.1.52.6/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-07,10.1.52.7/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-08,10.1.52.8/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-09,10.1.52.9/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-10,10.1.52.10/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-11,10.1.52.11/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-12,10.1.52.12/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-13,10.1.52.13/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-14,10.1.52.14/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-15,10.1.52.15/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-16,10.1.52.16/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-17,10.1.52.17/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-18,10.1.52.18/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-19,10.1.52.19/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-20,10.1.52.20/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-21,10.1.52.21/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-22,10.1.52.22/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-23,10.1.52.23/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-24,10.1.52.24/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-25,10.1.52.25/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-26,10.1.52.26/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-27,10.1.52.27/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-28,10.1.52.28/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-29,10.1.52.29/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-30,10.1.52.30/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-31,10.1.52.31/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-32,10.1.52.32/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-33,10.1.52.33/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-34,10.1.52.34/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-35,10.1.52.35/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usakr-sw-36,10.1.52.36/32,us-akron,"Akron, Ohio",us,1,52,sw,IOS-XE,48,24
usale-sw-01,10.1.53.1/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-02,10.1.53.2/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-03,10.1.53.3/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-04,10.1.53.4/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-05,10.1.53.5/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-06,10.1.53.6/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-07,10.1.53.7/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-08,10.1.53.8/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-09,10.1.53.9/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-10,10.1.53.10/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-11,10.1.53.11/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-12,10.1.53.12/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-13,10.1.53.13/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-14,10.1.53.14/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-15,10.1.53.15/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-16,10.1.53.16/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-17,10.1.53.17/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-18,10.1.53.18/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-19,10.1.53.19/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-20,10.1.53.20/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-21,10.1.53.21/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-22,10.1.53.22/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-23,10.1.53.23/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-24,10.1.53.24/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-25,10.1.53.25/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-26,10.1.53.26/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-27,10.1.53.27/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-28,10.1.53.28/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-29,10.1.53.29/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-30,10.1.53.30/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-31,10.1.53.31/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-32,10.1.53.32/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-33,10.1.53.33/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-34,10.1.53.34/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-35,10.1.53.35/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usale-sw-36,10.1.53.36/32,us-alexandria,"Alexandria, Virginia",us,1,53,sw,IOS-XE,48,24
usall-sw-01,10.1.54.1/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-02,10.1.54.2/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-03,10.1.54.3/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-04,10.1.54.4/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-05,10.1.54.5/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-06,10.1.54.6/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-07,10.1.54.7/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-08,10.1.54.8/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-09,10.1.54.9/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-10,10.1.54.10/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-11,10.1.54.11/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-12,10.1.54.12/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-13,10.1.54.13/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-14,10.1.54.14/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-15,10.1.54.15/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-16,10.1.54.16/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-17,10.1.54.17/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-18,10.1.54.18/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-19,10.1.54.19/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-20,10.1.54.20/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-21,10.1.54.21/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-22,10.1.54.22/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-23,10.1.54.23/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-24,10.1.54.24/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-25,10.1.54.25/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-26,10.1.54.26/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-27,10.1.54.27/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-28,10.1.54.28/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-29,10.1.54.29/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-30,10.1.54.30/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-31,10.1.54.31/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-32,10.1.54.32/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-33,10.1.54.33/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-34,10.1.54.34/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-35,10.1.54.35/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usall-sw-36,10.1.54.36/32,us-allen,"Allen, Texas",us,1,54,sw,IOS-XE,48,24
usalle-sw-01,10.1.55.1/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-02,10.1.55.2/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-03,10.1.55.3/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-04,10.1.55.4/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-05,10.1.55.5/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-06,10.1.55.6/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-07,10.1.55.7/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-08,10.1.55.8/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-09,10.1.55.9/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-10,10.1.55.10/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-11,10.1.55.11/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-12,10.1.55.12/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-13,10.1.55.13/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-14,10.1.55.14/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-15,10.1.55.15/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-16,10.1.55.16/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-17,10.1.55.17/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-18,10.1.55.18/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-19,10.1.55.19/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-20,10.1.55.20/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-21,10.1.55.21/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-22,10.1.55.22/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-23,10.1.55.23/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-24,10.1.55.24/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-25,10.1.55.25/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-26,10.1.55.26/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-27,10.1.55.27/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-28,10.1.55.28/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-29,10.1.55.29/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-30,10.1.55.30/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-31,10.1.55.31/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-32,10.1.55.32/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-33,10.1.55.33/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-34,10.1.55.34/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-35,10.1.55.35/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usalle-sw-36,10.1.55.36/32,us-allentown,"Allentown, Pennsylvania",us,1,55,sw,IOS-XE,48,24
usama-sw-01,10.1.56.1/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-02,10.1.56.2/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-03,10.1.56.3/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-04,10.1.56.4/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-05,10.1.56.5/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-06,10.1.56.6/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-07,10.1.56.7/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-08,10.1.56.8/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-09,10.1.56.9/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-10,10.1.56.10/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-11,10.1.56.11/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-12,10.1.56.12/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-13,10.1.56.13/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-14,10.1.56.14/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-15,10.1.56.15/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-16,10.1.56.16/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-17,10.1.56.17/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-18,10.1.56.18/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-19,10.1.56.19/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-20,10.1.56.20/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-21,10.1.56.21/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-22,10.1.56.22/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-23,10.1.56.23/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-24,10.1.56.24/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-25,10.1.56.25/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-26,10.1.56.26/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-27,10.1.56.27/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-28,10.1.56.28/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-29,10.1.56.29/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-30,10.1.56.30/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-31,10.1.56.31/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-32,10.1.56.32/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-33,10.1.56.33/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-34,10.1.56.34/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-35,10.1.56.35/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usama-sw-36,10.1.56.36/32,us-amarillo,"Amarillo, Texas",us,1,56,sw,IOS-XE,48,24
usana-sw-01,10.1.57.1/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-02,10.1.57.2/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-03,10.1.57.3/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-04,10.1.57.4/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-05,10.1.57.5/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-06,10.1.57.6/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-07,10.1.57.7/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-08,10.1.57.8/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-09,10.1.57.9/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-10,10.1.57.10/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-11,10.1.57.11/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-12,10.1.57.12/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-13,10.1.57.13/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-14,10.1.57.14/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-15,10.1.57.15/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-16,10.1.57.16/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-17,10.1.57.17/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-18,10.1.57.18/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-19,10.1.57.19/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-20,10.1.57.20/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-21,10.1.57.21/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-22,10.1.57.22/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-23,10.1.57.23/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-24,10.1.57.24/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-25,10.1.57.25/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-26,10.1.57.26/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-27,10.1.57.27/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-28,10.1.57.28/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-29,10.1.57.29/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-30,10.1.57.30/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-31,10.1.57.31/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-32,10.1.57.32/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-33,10.1.57.33/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-34,10.1.57.34/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-35,10.1.57.35/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usana-sw-36,10.1.57.36/32,us-anaheim,"Anaheim, California",us,1,57,sw,IOS-XE,48,24
usann-sw-01,10.1.58.1/32,us-ann-arbor,"Ann Arbor, Michigan",us,1,58,sw,IOS-XE,48,24
usann-sw-02,10.1.58.2/32,us-ann-arbor,"Ann Arbor, Michigan",us,1,58,sw,IOS-XE,48,24
usann-sw-03,10.1.58.3/32,us-ann-arbor,"Ann Arbor, Michigan",us,1,58,sw,IOS-XE,48,24
usann-sw-04,10.1.58.4/32,us-ann-arbor,"Ann Arbor, Michigan",us,1,58,sw,IOS-XE,48,24
